Field ID	Description	Category
25132	Mean MD in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25125	Mean MD in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25124	Mean MD in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25135	Mean MD in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25134	Mean MD in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25108	Mean MD in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25117	Mean MD in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25116	Mean MD in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25129	Mean MD in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25128	Mean MD in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25147	Mean MD in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25146	Mean MD in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25145	Mean MD in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25144	Mean MD in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25151	Mean MD in tapetum on FA skeleton (left)	dMRI skeleton  
25150	Mean MD in tapetum on FA skeleton (right)	dMRI skeleton  
25149	Mean MD in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25148	Mean MD in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25175	Mean MO in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25174	Mean MO in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25169	Mean MO in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25168	Mean MO in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25155	Mean MO in body of corpus callosum on FA skeleton	dMRI skeleton  
25167	Mean MO in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25166	Mean MO in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25187	Mean MO in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25186	Mean MO in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25189	Mean MO in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25188	Mean MO in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25159	Mean MO in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25158	Mean MO in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25185	Mean MO in external capsule on FA skeleton (left)	dMRI skeleton  
25184	Mean MO in external capsule on FA skeleton (right)	dMRI skeleton  
25191	Mean MO in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25190	Mean MO in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25157	Mean MO in fornix on FA skeleton	dMRI skeleton  
25154	Mean MO in genu of corpus callosum on FA skeleton	dMRI skeleton  
25163	Mean MO in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25162	Mean MO in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25161	Mean MO in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25160	Mean MO in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25152	Mean MO in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25153	Mean MO in pontine crossing tract on FA skeleton	dMRI skeleton  
25179	Mean MO in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25178	Mean MO in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25171	Mean MO in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25170	Mean MO in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25181	Mean MO in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25180	Mean MO in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25173	Mean MO in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25172	Mean MO in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25183	Mean MO in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25182	Mean MO in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25156	Mean MO in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25165	Mean MO in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25164	Mean MO in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25177	Mean MO in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25176	Mean MO in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25195	Mean MO in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25194	Mean MO in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25193	Mean MO in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25192	Mean MO in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25199	Mean MO in tapetum on FA skeleton (left)	dMRI skeleton  
25198	Mean MO in tapetum on FA skeleton (right)	dMRI skeleton  
25197	Mean MO in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25196	Mean MO in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25415	Mean OD in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25414	Mean OD in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25409	Mean OD in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25408	Mean OD in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25395	Mean OD in body of corpus callosum on FA skeleton	dMRI skeleton  
25407	Mean OD in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25406	Mean OD in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25427	Mean OD in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25426	Mean OD in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25429	Mean OD in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25428	Mean OD in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25399	Mean OD in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25398	Mean OD in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25425	Mean OD in external capsule on FA skeleton (left)	dMRI skeleton  
25424	Mean OD in external capsule on FA skeleton (right)	dMRI skeleton  
25431	Mean OD in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25430	Mean OD in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25397	Mean OD in fornix on FA skeleton	dMRI skeleton  
25394	Mean OD in genu of corpus callosum on FA skeleton	dMRI skeleton  
25403	Mean OD in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25402	Mean OD in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25401	Mean OD in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25400	Mean OD in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25392	Mean OD in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25393	Mean OD in pontine crossing tract on FA skeleton	dMRI skeleton  
25419	Mean OD in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25418	Mean OD in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25411	Mean OD in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25410	Mean OD in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25421	Mean OD in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25420	Mean OD in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25413	Mean OD in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25412	Mean OD in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25423	Mean OD in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25422	Mean OD in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25396	Mean OD in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25405	Mean OD in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25404	Mean OD in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25417	Mean OD in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25416	Mean OD in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25435	Mean OD in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25434	Mean OD in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25433	Mean OD in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25432	Mean OD in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25439	Mean OD in tapetum on FA skeleton (left)	dMRI skeleton  
25438	Mean OD in tapetum on FA skeleton (right)	dMRI skeleton  
25437	Mean OD in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25436	Mean OD in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25741	Mean rfMRI head motion, averaged across space and time points	Resting functional brain MRI  
25742	Mean tfMRI head motion, averaged across space and time points	Task functional brain MRI  
25052	Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast	Task functional brain MRI  
25044	Median BOLD effect (in group-defined mask) for faces activation	Task functional brain MRI  
25048	Median BOLD effect (in group-defined mask) for faces-shapes contrast	Task functional brain MRI  
25040	Median BOLD effect (in group-defined mask) for shapes activation	Task functional brain MRI  
25038	Median T2star in accumbens (left)	Susceptibility weighted brain MRI  
25039	Median T2star in accumbens (right)	Susceptibility weighted brain MRI  
25036	Median T2star in amygdala (left)	Susceptibility weighted brain MRI  
25037	Median T2star in amygdala (right)	Susceptibility weighted brain MRI  
25028	Median T2star in caudate (left)	Susceptibility weighted brain MRI  
25029	Median T2star in caudate (right)	Susceptibility weighted brain MRI  
25034	Median T2star in hippocampus (left)	Susceptibility weighted brain MRI  
25035	Median T2star in hippocampus (right)	Susceptibility weighted brain MRI  
25032	Median T2star in pallidum (left)	Susceptibility weighted brain MRI  
25033	Median T2star in pallidum (right)	Susceptibility weighted brain MRI  
25030	Median T2star in putamen (left)	Susceptibility weighted brain MRI  
25031	Median T2star in putamen (right)	Susceptibility weighted brain MRI  
25026	Median T2star in thalamus (left)	Susceptibility weighted brain MRI  
25027	Median T2star in thalamus (right)	Susceptibility weighted brain MRI  
25054	Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast	Task functional brain MRI  
25046	Median z-statistic (in group-defined mask) for faces activation	Task functional brain MRI  
25050	Median z-statistic (in group-defined mask) for faces-shapes contrast	Task functional brain MRI  
25042	Median z-statistic (in group-defined mask) for shapes activation	Task functional brain MRI  
20218	Multiband diffusion brain images - DICOM	Diffusion brain MRI  
20250	Multiband diffusion brain images - NIFTI	Diffusion brain MRI  
25746	Number of dMRI outlier slices detected and corrected	Diffusion brain MRI  
20224	Phoenix - DICOM	Scout images and configuration for brain MRI  
12663	Reason believed unsafe to perform brain MRI	Brain MRI  
12704	Reason brain MRI not completed	Brain MRI  
12652	Reason brain MRI not performed	Brain MRI  
25756	Scanner lateral (X) brain position	T1 structural brain MRI  
25758	Scanner longitudinal (Z) brain position	T1 structural brain MRI  
25759	Scanner table position	T1 structural brain MRI  
25757	Scanner transverse (Y) brain position	T1 structural brain MRI  
20215	Scout images for brain scans - DICOM	Scout images and configuration for brain MRI  
20219	Susceptibility weighted brain images - DICOM	Susceptibility weighted brain MRI  
20251	Susceptibility weighted brain images - NIFTI	Susceptibility weighted brain MRI  
20216	T1 structural brain images - DICOM	T1 structural brain MRI  
20252	T1 structural brain images - NIFTI	T1 structural brain MRI  
20220	T2 FLAIR structural brain images - DICOM	T2-weighted brain MRI  
20253	T2 FLAIR structural brain images - NIFTI	T2-weighted brain MRI  
20221	T2/PD brain images - DICOM	T2-weighted brain MRI  
25781	Total volume of white matter hyperintensities (from T1 and T2_FLAIR images)	T2-weighted brain MRI  
25023	Volume of accumbens (left)	T1 structural brain MRI  
25024	Volume of accumbens (right)	T1 structural brain MRI  
25021	Volume of amygdala (left)	T1 structural brain MRI  
25022	Volume of amygdala (right)	T1 structural brain MRI  
25025	Volume of brain stem + 4th ventricle	T1 structural brain MRI  
25010	Volume of brain, grey+white matter	T1 structural brain MRI  
25009	Volume of brain, grey+white matter (normalised for head size)	T1 structural brain MRI  
25013	Volume of caudate (left)	T1 structural brain MRI  
25014	Volume of caudate (right)	T1 structural brain MRI  
25006	Volume of grey matter	T1 structural brain MRI  
25005	Volume of grey matter (normalised for head size)	T1 structural brain MRI  
25888	Volume of grey matter in Amygdala (left)	T1 structural brain MRI  
25889	Volume of grey matter in Amygdala (right)	T1 structural brain MRI  
25822	Volume of grey matter in Angular Gyrus (left)	T1 structural brain MRI  
25823	Volume of grey matter in Angular Gyrus (right)	T1 structural brain MRI  
25892	Volume of grey matter in Brain-Stem	T1 structural brain MRI  
25880	Volume of grey matter in Caudate (left)	T1 structural brain MRI  
25881	Volume of grey matter in Caudate (right)	T1 structural brain MRI  
25864	Volume of grey matter in Central Opercular Cortex (left)	T1 structural brain MRI  
25865	Volume of grey matter in Central Opercular Cortex (right)	T1 structural brain MRI  
25838	Volume of grey matter in Cingulate Gyrus, anterior division (left)	T1 structural brain MRI  
25839	Volume of grey matter in Cingulate Gyrus, anterior division (right)	T1 structural brain MRI  
25840	Volume of grey matter in Cingulate Gyrus, posterior division (left)	T1 structural brain MRI  
25841	Volume of grey matter in Cingulate Gyrus, posterior division (right)	T1 structural brain MRI  
25900	Volume of grey matter in Crus I Cerebellum (left)	T1 structural brain MRI  
25902	Volume of grey matter in Crus I Cerebellum (right)	T1 structural brain MRI  
25903	Volume of grey matter in Crus II Cerebellum (left)	T1 structural brain MRI  
25905	Volume of grey matter in Crus II Cerebellum (right)	T1 structural brain MRI  
25844	Volume of grey matter in Cuneal Cortex (left)	T1 structural brain MRI  
25845	Volume of grey matter in Cuneal Cortex (right)	T1 structural brain MRI  
25830	Volume of grey matter in Frontal Medial Cortex (left)	T1 structural brain MRI  
25831	Volume of grey matter in Frontal Medial Cortex (right)	T1 structural brain MRI  
25862	Volume of grey matter in Frontal Operculum Cortex (left)	T1 structural brain MRI  
25863	Volume of grey matter in Frontal Operculum Cortex (right)	T1 structural brain MRI  
25846	Volume of grey matter in Frontal Orbital Cortex (left)	T1 structural brain MRI  
25847	Volume of grey matter in Frontal Orbital Cortex (right)	T1 structural brain MRI  
25782	Volume of grey matter in Frontal Pole (left)	T1 structural brain MRI  
25783	Volume of grey matter in Frontal Pole (right)	T1 structural brain MRI  
25870	Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left)	T1 structural brain MRI  
25871	Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right)	T1 structural brain MRI  
25886	Volume of grey matter in Hippocampus (left)	T1 structural brain MRI  
25887	Volume of grey matter in Hippocampus (right)	T1 structural brain MRI  
25893	Volume of grey matter in I-IV Cerebellum (left)	T1 structural brain MRI  
25894	Volume of grey matter in I-IV Cerebellum (right)	T1 structural brain MRI  
25915	Volume of grey matter in IX Cerebellum (left)	T1 structural brain MRI  
25917	Volume of grey matter in IX Cerebellum (right)	T1 structural brain MRI  
25792	Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)	T1 structural brain MRI  
25793	Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)	T1 structural brain MRI  
25790	Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)	T1 structural brain MRI  
25791	Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)	T1 structural brain MRI  
25808	Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)	T1 structural brain MRI  
25809	Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)	T1 structural brain MRI  
25810	Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)	T1 structural brain MRI  
25811	Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)	T1 structural brain MRI  
25812	Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)	T1 structural brain MRI  
25813	Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)	T1 structural brain MRI  
25784	Volume of grey matter in Insular Cortex (left)	T1 structural brain MRI  
25785	Volume of grey matter in Insular Cortex (right)	T1 structural brain MRI  
25828	Volume of grey matter in Intracalcarine Cortex (left)	T1 structural brain MRI  
25829	Volume of grey matter in Intracalcarine Cortex (right)	T1 structural brain MRI  
25832	Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left)	T1 structural brain MRI  
25833	Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right)	T1 structural brain MRI  
25826	Volume of grey matter in Lateral Occipital Cortex, inferior division (left)	T1 structural brain MRI  
25827	Volume of grey matter in Lateral Occipital Cortex, inferior division (right)	T1 structural brain MRI  
25824	Volume of grey matter in Lateral Occipital Cortex, superior division (left)	T1 structural brain MRI  
25825	Volume of grey matter in Lateral Occipital Cortex, superior division (right)	T1 structural brain MRI  
25852	Volume of grey matter in Lingual Gyrus (left)	T1 structural brain MRI  
25853	Volume of grey matter in Lingual Gyrus (right)	T1 structural brain MRI  
25788	Volume of grey matter in Middle Frontal Gyrus (left)	T1 structural brain MRI  
25789	Volume of grey matter in Middle Frontal Gyrus (right)	T1 structural brain MRI  
25802	Volume of grey matter in Middle Temporal Gyrus, anterior division (left)	T1 structural brain MRI  
25803	Volume of grey matter in Middle Temporal Gyrus, anterior division (right)	T1 structural brain MRI  
25804	Volume of grey matter in Middle Temporal Gyrus, posterior division (left)	T1 structural brain MRI  
25805	Volume of grey matter in Middle Temporal Gyrus, posterior division (right)	T1 structural brain MRI  
25806	Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)	T1 structural brain MRI  
25807	Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)	T1 structural brain MRI  
25860	Volume of grey matter in Occipital Fusiform Gyrus (left)	T1 structural brain MRI  
25861	Volume of grey matter in Occipital Fusiform Gyrus (right)	T1 structural brain MRI  
25876	Volume of grey matter in Occipital Pole (left)	T1 structural brain MRI  
25877	Volume of grey matter in Occipital Pole (right)	T1 structural brain MRI  
25884	Volume of grey matter in Pallidum (left)	T1 structural brain MRI  
25885	Volume of grey matter in Pallidum (right)	T1 structural brain MRI  
25836	Volume of grey matter in Paracingulate Gyrus (left)	T1 structural brain MRI  
25837	Volume of grey matter in Paracingulate Gyrus (right)	T1 structural brain MRI  
25848	Volume of grey matter in Parahippocampal Gyrus, anterior division (left)	T1 structural brain MRI  
25849	Volume of grey matter in Parahippocampal Gyrus, anterior division (right)	T1 structural brain MRI  
25850	Volume of grey matter in Parahippocampal Gyrus, posterior division (left)	T1 structural brain MRI  
25851	Volume of grey matter in Parahippocampal Gyrus, posterior division (right)	T1 structural brain MRI  
25866	Volume of grey matter in Parietal Operculum Cortex (left)	T1 structural brain MRI  
25867	Volume of grey matter in Parietal Operculum Cortex (right)	T1 structural brain MRI  
25868	Volume of grey matter in Planum Polare (left)	T1 structural brain MRI  
25869	Volume of grey matter in Planum Polare (right)	T1 structural brain MRI  
25872	Volume of grey matter in Planum Temporale (left)	T1 structural brain MRI  
25873	Volume of grey matter in Planum Temporale (right)	T1 structural brain MRI  
25814	Volume of grey matter in Postcentral Gyrus (left)	T1 structural brain MRI  
25815	Volume of grey matter in Postcentral Gyrus (right)	T1 structural brain MRI  
25794	Volume of grey matter in Precentral Gyrus (left)	T1 structural brain MRI  
25795	Volume of grey matter in Precentral Gyrus (right)	T1 structural brain MRI  
25842	Volume of grey matter in Precuneous Cortex (left)	T1 structural brain MRI  
25843	Volume of grey matter in Precuneous Cortex (right)	T1 structural brain MRI  
25882	Volume of grey matter in Putamen (left)	T1 structural brain MRI  
25883	Volume of grey matter in Putamen (right)	T1 structural brain MRI  
25834	Volume of grey matter in Subcallosal Cortex (left)	T1 structural brain MRI  
25835	Volume of grey matter in Subcallosal Cortex (right)	T1 structural brain MRI  
25786	Volume of grey matter in Superior Frontal Gyrus (left)	T1 structural brain MRI  
25787	Volume of grey matter in Superior Frontal Gyrus (right)	T1 structural brain MRI  
25816	Volume of grey matter in Superior Parietal Lobule (left)	T1 structural brain MRI  
25817	Volume of grey matter in Superior Parietal Lobule (right)	T1 structural brain MRI  
25798	Volume of grey matter in Superior Temporal Gyrus, anterior division (left)	T1 structural brain MRI  
25799	Volume of grey matter in Superior Temporal Gyrus, anterior division (right)	T1 structural brain MRI  
25800	Volume of grey matter in Superior Temporal Gyrus, posterior division (left)	T1 structural brain MRI  
25801	Volume of grey matter in Superior Temporal Gyrus, posterior division (right)	T1 structural brain MRI  
25874	Volume of grey matter in Supracalcarine Cortex (left)	T1 structural brain MRI  
25875	Volume of grey matter in Supracalcarine Cortex (right)	T1 structural brain MRI  
25818	Volume of grey matter in Supramarginal Gyrus, anterior division (left)	T1 structural brain MRI  
25819	Volume of grey matter in Supramarginal Gyrus, anterior division (right)	T1 structural brain MRI  
25820	Volume of grey matter in Supramarginal Gyrus, posterior division (left)	T1 structural brain MRI  
25821	Volume of grey matter in Supramarginal Gyrus, posterior division (right)	T1 structural brain MRI  
25854	Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)	T1 structural brain MRI  
25855	Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)	T1 structural brain MRI  
25856	Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)	T1 structural brain MRI  
25857	Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)	T1 structural brain MRI  
25858	Volume of grey matter in Temporal Occipital Fusiform Cortex (left)	T1 structural brain MRI  
25859	Volume of grey matter in Temporal Occipital Fusiform Cortex (right)	T1 structural brain MRI  
25796	Volume of grey matter in Temporal Pole (left)	T1 structural brain MRI  
25797	Volume of grey matter in Temporal Pole (right)	T1 structural brain MRI  
25878	Volume of grey matter in Thalamus (left)	T1 structural brain MRI  
25879	Volume of grey matter in Thalamus (right)	T1 structural brain MRI  
25895	Volume of grey matter in V Cerebellum (left)	T1 structural brain MRI  
25896	Volume of grey matter in V Cerebellum (right)	T1 structural brain MRI  
25897	Volume of grey matter in VI Cerebellum (left)	T1 structural brain MRI  
25899	Volume of grey matter in VI Cerebellum (right)	T1 structural brain MRI  
25909	Volume of grey matter in VIIIa Cerebellum (left)	T1 structural brain MRI  
25911	Volume of grey matter in VIIIa Cerebellum (right)	T1 structural brain MRI  
25912	Volume of grey matter in VIIIb Cerebellum (left)	T1 structural brain MRI  
25914	Volume of grey matter in VIIIb Cerebellum (right)	T1 structural brain MRI  
25906	Volume of grey matter in VIIb Cerebellum (left)	T1 structural brain MRI  
25908	Volume of grey matter in VIIb Cerebellum (right)	T1 structural brain MRI  
25890	Volume of grey matter in Ventral Striatum (left)	T1 structural brain MRI  
25891	Volume of grey matter in Ventral Striatum (right)	T1 structural brain MRI  
25901	Volume of grey matter in Vermis Crus I Cerebellum	T1 structural brain MRI  
25904	Volume of grey matter in Vermis Crus II Cerebellum	T1 structural brain MRI  
25916	Volume of grey matter in Vermis IX Cerebellum	T1 structural brain MRI  
25898	Volume of grey matter in Vermis VI Cerebellum	T1 structural brain MRI  
25910	Volume of grey matter in Vermis VIIIa Cerebellum	T1 structural brain MRI  
25913	Volume of grey matter in Vermis VIIIb Cerebellum	T1 structural brain MRI  
25907	Volume of grey matter in Vermis VIIb Cerebellum	T1 structural brain MRI  
25919	Volume of grey matter in Vermis X Cerebellum	T1 structural brain MRI  
25918	Volume of grey matter in X Cerebellum (left)	T1 structural brain MRI  
25920	Volume of grey matter in X Cerebellum (right)	T1 structural brain MRI  
25019	Volume of hippocampus (left)	T1 structural brain MRI  
25020	Volume of hippocampus (right)	T1 structural brain MRI  
25017	Volume of pallidum (left)	T1 structural brain MRI  
25018	Volume of pallidum (right)	T1 structural brain MRI  
25002	Volume of peripheral cortical grey matter	T1 structural brain MRI  
25001	Volume of peripheral cortical grey matter (normalised for head size)	T1 structural brain MRI  
25015	Volume of putamen (left)	T1 structural brain MRI  
25016	Volume of putamen (right)	T1 structural brain MRI  
25011	Volume of thalamus (left)	T1 structural brain MRI  
25012	Volume of thalamus (right)	T1 structural brain MRI  
25004	Volume of ventricular cerebrospinal fluid	T1 structural brain MRI  
25003	Volume of ventricular cerebrospinal fluid (normalised for head size)	T1 structural brain MRI  
25008	Volume of white matter	T1 structural brain MRI  
25007	Volume of white matter (normalised for head size)	T1 structural brain MRI  
25000	Volumetric scaling from T1 head image to standard space	T1 structural brain MRI  
25488	Weighted-mean FA in tract acoustic radiation (left)	dMRI weighted means  
25489	Weighted-mean FA in tract acoustic radiation (right)	dMRI weighted means  
25490	Weighted-mean FA in tract anterior thalamic radiation (left)	dMRI weighted means  
25491	Weighted-mean FA in tract anterior thalamic radiation (right)	dMRI weighted means  
25492	Weighted-mean FA in tract cingulate gyrus part of cingulum (left)	dMRI weighted means  
25493	Weighted-mean FA in tract cingulate gyrus part of cingulum (right)	dMRI weighted means  
25496	Weighted-mean FA in tract corticospinal tract (left)	dMRI weighted means  
25497	Weighted-mean FA in tract corticospinal tract (right)	dMRI weighted means  
25498	Weighted-mean FA in tract forceps major	dMRI weighted means  
25499	Weighted-mean FA in tract forceps minor	dMRI weighted means  
25500	Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)	dMRI weighted means  
25501	Weighted-mean FA in tract inferior fronto-occipital fasciculus (right)	dMRI weighted means  
25502	Weighted-mean FA in tract inferior longitudinal fasciculus (left)	dMRI weighted means  
25503	Weighted-mean FA in tract inferior longitudinal fasciculus (right)	dMRI weighted means  
25505	Weighted-mean FA in tract medial lemniscus (left)	dMRI weighted means  
25506	Weighted-mean FA in tract medial lemniscus (right)	dMRI weighted means  
25504	Weighted-mean FA in tract middle cerebellar peduncle	dMRI weighted means  
25494	Weighted-mean FA in tract parahippocampal part of cingulum (left)	dMRI weighted means  
25495	Weighted-mean FA in tract parahippocampal part of cingulum (right)	dMRI weighted means  
25507	Weighted-mean FA in tract posterior thalamic radiation (left)	dMRI weighted means  
25508	Weighted-mean FA in tract posterior thalamic radiation (right)	dMRI weighted means  
25509	Weighted-mean FA in tract superior longitudinal fasciculus (left)	dMRI weighted means  
25510	Weighted-mean FA in tract superior longitudinal fasciculus (right)	dMRI weighted means  
25511	Weighted-mean FA in tract superior thalamic radiation (left)	dMRI weighted means  
25512	Weighted-mean FA in tract superior thalamic radiation (right)	dMRI weighted means  
25513	Weighted-mean FA in tract uncinate fasciculus (left)	dMRI weighted means  
25514	Weighted-mean FA in tract uncinate fasciculus (right)	dMRI weighted means  
25650	Weighted-mean ICVF in tract acoustic radiation (left)	dMRI weighted means  
25651	Weighted-mean ICVF in tract acoustic radiation (right)	dMRI weighted means  
25652	Weighted-mean ICVF in tract anterior thalamic radiation (left)	dMRI weighted means  
25653	Weighted-mean ICVF in tract anterior thalamic radiation (right)	dMRI weighted means  
25654	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)	dMRI weighted means  
25655	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)	dMRI weighted means  
25658	Weighted-mean ICVF in tract corticospinal tract (left)	dMRI weighted means  
25659	Weighted-mean ICVF in tract corticospinal tract (right)	dMRI weighted means  
25660	Weighted-mean ICVF in tract forceps major	dMRI weighted means  
25661	Weighted-mean ICVF in tract forceps minor	dMRI weighted means  
25662	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)	dMRI weighted means  
25663	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)	dMRI weighted means  
25664	Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)	dMRI weighted means  
25665	Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)	dMRI weighted means  
25667	Weighted-mean ICVF in tract medial lemniscus (left)	dMRI weighted means  
25668	Weighted-mean ICVF in tract medial lemniscus (right)	dMRI weighted means  
25666	Weighted-mean ICVF in tract middle cerebellar peduncle	dMRI weighted means  
